
116.17,58.12,115.70,37.69,73.41,116.49,44.07,60.89,63.84,71.24,273.19,73.13,1195.45,373.36,368.00,206.72,535.83,1299.16,normalaa
112.27,59.03,107.23,43.21,82.68,120.02,52.76,64.18,67.17,81.36,233.59,62.26,2021.48,512.72,380.23,214.28,485.71,1117.77,normalaa
503.75,151.67,262.43,96.53,171.55,229.45,35.95,47.18,50.50,51.48,449.05,116.62,1232.16,367.12,486.87,261.34,779.55,1935.20,normalaa
295.81,98.09,153.32,54.24,93.50,134.14,38.27,46.63,74.79,78.14,302.72,83.02,504.80,344.24,317.30,183.19,630.04,1587.73,normalaaa
456.89,143.50,268.07,82.74,159.95,292.28,60.88,102.58,102.42,74.46,171.83,52.38,1342.30,400.40,252.61,153.78,341.38,823.31,normalaaa
406.12,155.30,350.85,124.11,359.32,717.28,99.73,145.37,110.05,116.75,314.13,81.04,3278.88,944.32,530.58,310.08,865.98,1870.42,normalaaa
1822.67,279.73,570.01,94.69,163.05,444.06,26.67,42.24,81.46,57.91,363.80,110.69,715.89,292.24,313.80,168.91,484.84,1168.42,normalaaa
608.21,188.91,416.69,111.24,208.64,282.39,30.73,49.92,72.41,58.83,646.39,170.97,496.77,327.60,133.74,127.73,600.65,1928.13,normalaaa
747.81,170.74,394.12,70.79,183.91,489.95,23.19,37.85,75.27,59.75,302.05,90.92,572.48,256.88,283.21,150.42,426.07,994.10,normalaaa
1222.27,493.15,1145.66,421.06,1126.64,2113.01,229.03,303.91,164.36,128.70,694.72,196.67,2000.83,488.80,507.85,273.95,590.28,1315.65,normalaa
620.90,217.97,408.23,275.80,575.68,814.71,350.21,459.15,222.95,145.71,331.58,110.69,1405.40,279.76,307.68,150.42,278.29,572.43,normalaa
447.13,111.71,277.48,33.10,79.59,154.61,22.61,37.85,51.45,34.47,130.22,47.44,396.95,114.40,142.48,81.51,170.26,393.40,normalaa
207.94,81.74,132.63,85.50,224.86,276.75,81.75,127.82,108.62,80.90,200.02,63.25,1038.27,209.04,208.91,106.72,231.62,491.16,normalaaa
458.84,127.15,236.09,87.34,194.73,321.93,54.50,103.13,96.23,68.03,247.68,76.10,982.06,213.20,204.54,109.24,279.15,604.23,normalaaa
376.84,119.88,206.93,68.95,119.00,184.26,34.79,46.08,81.94,71.24,398.71,106.73,770.96,436.80,346.14,186.55,617.07,1477.02,normalaaa
252.85,99.90,199.41,60.68,135.23,247.09,57.40,76.25,101.95,82.28,263.79,75.11,634.44,274.56,252.61,128.57,357.80,838.62,normalaaa
850.32,257.02,473.13,171.00,289.00,374.17,52.18,72.41,87.66,72.16,575.91,155.16,2312.88,797.68,569.91,320.17,1114.88,2757.33,normalaaa
330.95,108.98,195.65,74.47,166.91,309.22,35.95,64.73,108.62,83.65,433.61,120.57,959.11,281.84,372.37,189.07,515.96,1201.40,normalaaa
329.00,100.81,220.10,70.79,140.64,144.02,31.89,44.43,51.45,54.24,484.62,127.49,1397.37,432.64,552.43,306.72,1063.02,2541.79,normalaaa
434.43,118.07,203.17,63.43,126.73,288.04,46.39,72.41,81.94,75.84,304.74,81.04,598.87,239.20,297.19,159.66,463.24,1093.04,normalaaa
907.92,219.78,447.73,103.89,255.77,589.50,23.77,35.66,38.11,41.37,207.41,64.24,1018.77,309.92,382.86,210.08,485.71,1121.31,normalaaa
