
406.12,146.22,280.30,103.89,207.09,291.57,46.97,60.34,91.94,85.49,283.93,84.00,985.50,320.32,306.81,160.50,377.68,863.36,normalaaa
557.44,145.31,232.33,104.80,178.50,230.86,52.76,71.31,86.70,79.06,626.25,169.98,1110.55,427.44,507.85,271.43,826.22,2080.07,normalaaa
250.90,93.54,160.84,79.06,132.91,158.14,53.92,69.12,97.66,92.85,497.38,135.39,1242.49,465.92,415.20,202.52,594.60,1428.72,normalaaa
1540.53,433.21,1054.42,253.74,705.50,1377.38,194.24,290.19,218.66,156.74,492.01,145.28,1785.14,369.20,401.21,213.44,432.99,959.94,normalaa
1143.20,371.45,711.10,222.48,537.05,936.14,160.61,232.59,135.30,83.19,224.19,85.98,933.87,212.16,225.52,122.69,224.70,511.18,normalaa
736.10,262.47,581.30,178.35,493.00,669.27,47.55,92.16,101.47,63.43,311.45,101.79,932.73,227.76,278.84,148.74,323.23,752.64,normalaa
276.28,121.70,243.62,64.35,140.64,292.98,52.76,66.38,60.98,74.46,193.98,60.29,1249.37,344.24,317.30,176.47,392.37,952.88,normalaa
541.82,203.44,427.98,102.05,258.86,522.43,65.52,93.81,80.03,72.16,198.01,63.25,886.84,271.44,266.60,152.10,303.35,713.77,normalaa
693.14,257.93,441.15,121.35,242.64,463.83,32.47,41.69,48.12,45.04,150.35,52.38,465.79,179.92,192.30,111.76,247.17,626.61,normalaa
261.64,132.60,183.42,45.05,71.86,110.84,23.19,38.40,44.78,39.07,156.40,53.37,396.95,144.56,174.82,103.36,241.99,583.03,normalaa
727.31,310.60,912.39,188.46,798.23,1949.22,50.44,70.22,66.22,58.37,306.75,84.99,1321.65,268.32,465.02,242.86,515.09,1148.40,normalaa
89.82,47.23,77.13,22.98,40.18,71.30,20.29,30.17,30.97,38.61,95.99,33.60,413.02,189.28,166.08,104.20,231.62,618.37,normalaa
648.23,228.87,492.88,151.69,411.09,790.00,78.86,117.39,85.75,73.08,202.71,64.24,1654.35,432.64,349.64,207.56,444.22,1056.53,normalaa
31.24,16.35,28.22,18.39,35.55,23.30,61.46,75.70,86.23,67.11,174.52,43.48,447.43,101.92,106.64,57.14,176.31,290.93,normalaa
246.99,110.80,254.91,52.40,159.18,304.28,32.47,42.79,39.54,34.93,123.51,38.54,799.64,329.68,260.48,162.18,365.58,780.91,normalaa
221.61,112.62,229.51,91.93,276.64,501.25,171.05,200.23,81.46,77.22,120.82,45.46,1016.48,235.04,214.15,125.21,230.75,568.90,normalaa
541.82,217.06,427.04,179.27,599.64,1176.88,148.43,211.20,133.87,98.82,220.83,73.13,1440.96,288.08,309.43,162.18,280.02,587.74,normalaa
487.15,162.57,252.08,89.18,156.09,261.92,42.91,60.89,52.40,65.27,217.48,74.12,806.53,318.24,340.90,187.39,516.82,1326.25,normalaa
407.10,129.87,280.30,98.37,275.09,414.41,81.17,138.24,122.43,92.85,283.26,85.98,1389.34,287.04,312.05,163.02,348.29,787.98,normalaaa
688.26,201.62,376.24,125.95,221.00,389.70,64.36,108.07,125.29,98.36,514.16,138.36,1711.72,443.04,476.38,263.02,705.23,1626.60,normalaaa
566.23,167.11,288.77,100.21,190.86,297.22,41.75,68.02,69.08,63.89,487.31,129.46,2065.08,485.68,648.58,373.95,1069.94,2818.58,normalaaa
284.09,248.85,272.78,352.11,462.09,270.39,72.48,124.53,229.15,140.65,984.01,252.01,430.22,272.48,185.31,90.76,250.63,618.37,normalaaa
434.43,154.39,269.96,82.74,151.45,234.39,33.05,46.63,108.14,86.41,370.52,103.77,896.01,563.68,344.40,179.83,563.49,1292.09,normalaaa
125.94,69.02,119.46,52.40,106.64,154.61,68.42,84.48,116.24,92.85,156.40,49.41,1097.93,448.24,182.69,103.36,262.73,628.97,normalaaa
1668.42,463.18,878.53,317.17,823.73,1628.71,286.43,295.68,133.87,125.02,465.16,135.39,2758.02,780.00,740.36,440.33,995.61,2289.73,normala
1103.17,301.52,538.97,180.19,337.68,631.86,53.34,73.51,48.59,63.43,522.21,141.32,1784.00,478.40,674.80,394.96,1139.94,2601.86,normala
1489.77,443.20,873.83,325.45,816.00,1592.00,324.12,332.43,148.16,145.25,504.76,147.25,2713.28,746.72,711.52,414.28,856.47,1948.15,normala
197.20,98.09,155.20,81.82,134.45,196.97,85.81,160.18,230.57,148.00,316.15,104.76,1571.75,405.60,284.08,139.50,367.31,798.58,normalaa
670.69,246.12,422.33,142.50,381.73,697.51,64.36,88.32,94.80,84.11,271.17,72.14,1873.48,699.92,475.51,284.03,907.46,2310.93,normalaa
396.36,148.04,262.43,66.19,123.64,209.68,39.43,62.54,86.23,70.32,214.12,66.21,863.89,405.60,298.94,178.15,503.86,1302.70,normalaa
168.89,74.47,137.33,56.08,139.09,271.80,55.08,91.06,86.70,77.68,237.61,73.13,1164.47,230.88,273.59,146.22,337.06,785.62,normalaa
647.26,202.53,377.19,133.30,281.27,455.36,73.64,98.19,75.27,82.28,475.23,129.46,2309.44,517.92,584.77,328.57,883.26,2070.65,normalaa
803.46,196.17,283.12,102.05,183.14,300.75,24.93,32.91,26.68,40.45,444.35,121.56,1538.48,419.12,581.28,363.02,1406.13,3773.81,normalaa
2749.14,929.09,1946.12,763.97,2065.50,3572.28,297.45,383.45,211.52,142.95,496.71,155.16,2300.26,496.08,453.66,244.54,541.88,1140.15,normalaa
2026.71,406.87,654.67,246.38,533.96,1024.38,312.52,364.80,206.75,132.38,449.05,138.36,1801.20,466.96,455.41,260.50,610.16,1407.52,normalaa
575.99,214.34,401.64,194.90,359.32,504.78,95.09,149.21,151.97,103.88,711.50,198.64,1782.85,439.92,480.75,246.22,708.68,1604.22,normalaa
400.27,170.74,459.96,96.53,297.50,749.05,104.37,159.63,99.09,81.82,214.12,68.19,1327.38,372.32,307.68,178.15,346.56,772.67,normalaa
1081.69,224.33,388.47,134.22,300.59,691.16,96.83,159.63,113.86,90.09,337.63,110.69,1336.56,287.04,350.51,178.99,413.11,848.05,normalaa
419.79,164.38,292.53,103.89,180.05,242.86,48.13,88.32,101.00,83.19,619.54,167.02,1453.58,413.92,534.95,291.60,822.76,1999.98,normalaa
