
423.70,98.99,148.62,67.11,93.50,131.31,40.01,56.50,96.23,88.25,436.97,115.63,585.10,554.32,356.63,205.88,726.83,1716.12,normalaaa
338.76,121.70,221.04,102.05,196.27,263.33,48.13,76.25,121.96,99.28,516.84,141.32,1073.84,414.96,352.26,170.59,513.36,1144.86,normalaaa
575.99,179.82,370.60,121.35,218.68,341.70,48.13,64.18,83.85,83.19,692.03,179.87,661.97,616.72,418.69,241.18,929.93,2223.77,normalaaa
892.30,286.08,560.60,239.95,694.68,1554.58,231.35,258.93,125.29,120.43,575.91,157.14,2754.58,650.00,749.10,438.65,1064.75,2374.53,normalaa
1122.70,333.31,704.52,223.40,697.00,1485.39,126.40,168.96,104.81,85.03,388.64,107.72,2139.65,492.96,573.41,336.13,724.24,1611.29,normalaa
782.96,320.59,684.76,221.56,693.14,1362.55,80.02,125.62,96.23,82.28,475.23,125.51,1907.90,396.24,512.22,291.60,757.95,1710.23,normalaa
837.63,314.24,722.39,250.06,627.46,1037.80,94.51,149.21,158.64,112.15,639.01,178.88,2239.46,572.00,490.37,268.07,673.25,1498.22,normalaaa
554.51,208.89,340.50,106.64,204.00,319.11,27.25,40.05,59.55,46.88,226.20,69.18,1767.93,617.76,461.52,293.28,998.21,2548.85,normalaaa
605.28,307.88,705.46,257.42,662.23,1181.82,269.62,425.14,322.52,186.61,769.22,214.46,3415.41,777.92,580.40,321.01,793.38,1786.79,normalaaa
858.13,257.93,458.08,203.17,476.77,813.29,225.55,266.61,136.73,121.34,338.97,102.78,2852.10,630.24,546.31,323.53,789.92,1724.36,normalaa
159.13,70.84,145.79,65.27,145.27,305.69,182.06,202.42,104.81,118.13,190.63,58.31,1928.55,500.24,360.13,221.85,457.19,1009.41,normalaa
32.22,24.52,47.97,25.74,37.09,54.36,40.59,46.63,38.59,48.72,73.16,27.67,395.81,203.84,132.86,105.04,207.42,522.96,normalaa
624.80,207.98,411.99,137.90,300.59,482.19,59.14,105.33,133.39,108.47,477.91,132.43,1226.43,254.80,379.36,194.96,495.21,1088.33,normalaaa
700.95,320.59,715.80,205.93,487.59,621.97,56.82,105.33,127.20,96.52,430.25,128.48,1214.95,283.92,361.88,189.07,394.96,811.53,normalaaa
1303.30,294.26,615.16,143.42,311.41,489.95,59.72,122.88,144.82,106.64,423.54,127.49,1027.95,249.60,306.81,161.34,395.83,820.96,normalaaa
711.69,166.20,251.14,66.19,107.41,369.23,35.37,58.15,99.09,80.90,257.75,80.05,636.73,254.80,244.75,145.38,350.02,803.29,normalaaa
724.38,267.01,497.58,128.71,243.41,488.54,62.62,97.10,105.28,75.84,193.98,64.24,1181.68,411.84,268.35,164.71,353.48,780.91,normalaaa
411.98,156.21,240.80,91.01,150.68,161.67,61.46,113.01,139.11,71.70,175.86,63.25,407.28,157.04,149.47,87.39,185.81,363.95,normalaaa
529.13,207.07,495.70,127.79,353.14,755.40,127.56,157.44,82.42,74.46,175.86,63.25,1047.45,284.96,298.94,182.35,316.31,698.46,normalaaa
604.30,580.34,1229.38,362.22,652.18,866.24,40.59,76.25,112.43,76.30,382.60,118.59,588.55,137.28,223.77,118.49,286.07,581.85,normalaa
1228.13,362.37,689.47,177.43,504.59,1231.24,142.64,187.06,95.28,85.03,240.97,80.05,1251.67,324.48,337.40,208.40,398.42,893.98,normalaa
258.71,123.52,262.43,106.64,217.14,354.40,71.32,107.52,92.90,86.41,510.80,136.38,1773.67,406.64,556.80,295.80,795.97,1846.86,normalaa
920.61,227.96,1010.22,134.22,275.09,1062.51,50.44,88.32,99.57,90.09,553.09,155.16,1060.07,278.72,405.58,224.37,596.33,1355.70,normalaaa
469.58,138.05,214.46,79.98,122.09,184.26,70.74,106.97,98.14,89.63,468.51,126.50,1398.52,372.32,475.51,273.95,904.87,2104.81,normalaaa
