
198.18,111.71,232.33,97.45,340.00,722.22,394.86,388.39,150.06,130.54,175.86,58.31,2151.12,570.96,276.22,168.91,324.09,771.49,2
46.86,30.88,72.43,22.06,40.95,76.25,27.25,41.69,48.59,61.59,102.03,32.61,726.22,332.80,171.32,105.88,241.99,646.64,2
211.85,112.62,239.86,84.58,201.68,289.45,74.80,120.14,140.06,110.31,276.54,79.06,1644.03,434.72,306.81,161.34,375.95,826.85,2
121.06,84.46,211.64,72.63,287.46,749.76,474.87,379.61,109.09,124.56,140.29,45.46,2333.54,617.76,298.94,186.55,346.56,824.49,2
310.45,158.94,326.39,126.87,404.14,826.71,453.42,451.47,181.03,123.64,164.45,60.29,1803.50,488.80,216.78,135.29,270.51,625.44,2
53.69,32.70,81.83,24.82,57.95,116.49,59.72,65.28,53.83,50.56,71.82,26.68,610.34,226.72,94.40,66.39,137.42,343.93,2
145.46,100.81,268.07,75.39,238.77,576.08,275.99,238.08,75.27,96.06,134.92,45.46,1235.60,350.48,249.12,155.46,261.87,652.53,2
62.48,29.06,62.08,23.90,59.50,121.43,85.81,93.81,42.40,51.02,63.77,24.71,586.25,162.24,94.40,64.71,142.60,367.49,2
231.37,118.97,273.72,87.34,278.96,540.08,98.57,115.20,45.73,44.13,77.19,36.57,527.74,116.48,118.00,63.87,103.71,215.55,2
74.20,37.24,79.01,27.58,44.82,63.54,49.28,61.99,96.23,86.87,124.85,40.52,869.63,661.44,212.41,133.61,334.46,956.41,3
76.15,38.14,88.42,25.74,55.64,98.84,48.13,54.86,73.84,84.11,111.42,35.58,758.34,414.96,147.72,88.23,221.25,571.25,3
140.58,65.39,137.33,42.29,74.95,109.43,69.00,89.97,101.00,82.28,122.16,39.53,964.85,451.36,172.20,103.36,262.73,680.79,3
141.56,63.57,120.40,41.37,78.82,132.73,58.56,93.26,79.56,81.36,145.66,45.46,1069.25,414.96,208.91,131.09,293.84,831.56,3
215.75,90.82,178.72,57.00,146.82,307.10,107.85,152.50,103.38,79.52,118.81,43.48,1404.25,483.60,211.53,138.66,294.71,822.13,3
288.00,108.08,184.36,79.06,180.05,309.93,121.18,188.71,173.88,111.23,219.49,69.18,1853.98,440.96,277.96,154.62,356.07,829.20,3
