
70.29,40.87,106.29,26.66,64.91,139.08,54.50,74.61,46.21,54.70,81.89,28.66,605.76,220.48,122.37,83.19,165.07,442.87,3
41.00,23.61,54.56,16.55,42.50,87.54,56.82,69.12,38.59,44.59,54.37,22.73,391.22,145.60,70.80,52.94,111.49,312.13,3
76.15,46.32,120.40,33.10,112.82,242.15,147.85,143.18,53.83,66.19,91.29,29.65,714.75,165.36,130.24,78.15,162.48,402.82,3
51.74,36.33,114.75,34.02,156.86,443.36,233.67,142.63,36.21,73.54,71.82,24.71,1313.62,308.88,161.71,103.36,223.84,485.27,1
89.82,55.40,128.86,54.24,193.95,401.71,236.57,212.30,68.60,70.32,76.52,29.65,790.46,206.96,90.91,61.34,132.23,323.91,1
39.05,27.25,65.84,26.66,86.55,196.97,121.76,104.23,35.25,44.59,48.33,21.74,445.14,151.84,60.31,46.22,96.80,270.90,1
53.69,28.15,52.67,22.06,39.41,50.83,42.91,51.57,65.27,76.30,116.12,34.59,750.31,354.64,157.34,100.00,254.09,700.82,3
62.48,34.51,81.83,24.82,52.55,81.19,71.32,96.55,87.66,72.16,98.00,31.62,882.25,412.88,139.86,95.80,241.99,684.33,3
275.30,149.85,319.81,114.92,325.32,557.73,432.55,458.60,233.43,118.59,171.83,57.32,2090.32,559.52,185.31,115.13,268.78,585.39,3
390.50,178.01,395.06,154.45,527.00,1042.74,635.48,568.32,219.62,137.43,191.97,69.18,2284.20,585.52,236.01,154.62,340.51,784.44,2
70.29,41.78,95.00,38.61,104.32,187.79,158.29,189.81,77.65,71.70,87.93,32.61,808.82,225.68,107.51,71.43,162.48,433.45,2
151.32,86.28,203.17,78.14,293.64,597.26,342.09,303.36,111.48,85.03,120.15,42.50,1288.38,328.64,167.83,111.76,239.40,568.90,2
89.82,45.41,95.00,30.34,65.68,100.96,53.34,86.13,68.60,75.38,108.07,33.60,998.12,324.48,157.34,96.64,240.26,581.85,2
287.02,130.78,267.13,106.64,326.86,677.75,461.54,478.90,207.71,144.33,167.13,59.30,2286.50,574.08,225.52,142.86,301.62,717.31,2
102.51,50.86,92.18,40.45,82.68,122.84,149.59,217.78,133.87,88.71,108.07,39.53,932.73,334.88,124.12,82.35,193.59,538.27,2
31.24,16.35,30.10,13.79,20.86,27.53,32.47,40.59,47.16,48.26,51.68,21.74,301.73,150.80,53.32,36.97,90.75,249.70,3
80.05,40.87,78.07,32.18,63.36,79.07,48.13,68.02,115.76,88.71,140.29,43.48,642.47,211.12,132.86,69.75,174.58,386.33,3
